,target,situation,location,gc_id,fruit_situation_id,number_of_fruit,month_creation_date_answer,day_creation_date_answer,hour_creation_date_answer,year_creation_date_global,month_creation_date_global,day_creation_date_global,hour_creation_date_global,month_creation_date_request,day_creation_date_request,hour_creation_date_request,AP 0,favorite_fruit 0,hobby 0,hobby 1,green_vegetables 0
6361,1,-1,6,10,200,-1,2,26,18,2019,2,26,18,2,26,18,True,False,True,False,True
6362,1,-1,13,20,200,0,2,15,23,2017,4,1,0,2,15,23,True,False,True,False,True
6363,1,-1,29,20,10,-1,2,23,13,2018,11,15,19,2,23,13,True,False,True,False,True
6364,0,-1,60,10,200,0,1,11,8,2018,7,16,18,1,11,8,True,False,True,False,True
6365,0,-1,34,30,200,-1,3,19,16,2018,12,27,16,3,19,16,True,True,True,False,True
6366,1,-1,70,20,200,-1,1,12,9,2018,12,8,11,1,12,9,True,False,True,False,True
6367,0,-1,96,30,200,-1,2,26,15,2018,11,28,17,2,26,15,True,True,True,False,True
6368,0,-1,14,20,10,-1,3,15,10,2019,3,6,10,3,15,10,True,False,True,False,True
6369,0,-1,36,10,200,0,3,12,7,2017,11,21,8,3,12,7,True,False,True,False,True
6370,1,-1,43,10,10,0,2,10,9,2019,1,25,9,2,10,9,True,False,True,False,True
6371,3,-1,95,100,50,-1,1,25,9,2018,9,7,16,1,25,9,True,True,True,False,True
6372,2,-1,40,10,170,0,3,7,8,2018,5,30,12,3,7,8,True,False,True,False,True
6373,2,-1,13,10,200,0,2,23,8,2016,11,18,0,2,23,8,True,False,True,False,True
6374,1,-1,22,10,80,-1,3,4,13,2018,5,7,15,3,4,13,True,False,True,False,True
6375,1,-1,46,20,10,-1,2,7,10,2018,7,1,19,2,7,10,True,False,True,False,True
6376,1,-1,18,10,10,0,1,30,7,2018,1,16,6,1,30,7,True,False,True,False,True
6377,0,-1,94,20,200,-1,2,19,21,2019,2,18,20,2,19,21,True,False,True,False,True
6378,1,-1,70,10,200,-1,3,25,13,2018,2,13,6,3,25,13,True,False,True,False,True
6379,1,-1,71,80,10,-1,1,8,9,2019,1,8,8,1,8,9,True,False,True,False,True
6380,0,-1,50,40,10,-1,3,3,8,2019,2,15,8,3,3,8,True,True,True,False,True
6381,0,-1,61,20,200,0,2,8,9,2016,7,29,0,2,8,9,True,False,True,False,True
6382,0,-1,94,30,130,-1,1,10,7,2019,1,4,15,1,10,7,True,True,True,False,True
6383,2,-1,14,10,100,0,2,15,8,2018,5,2,15,2,15,8,True,False,True,False,True
6384,0,-1,50,40,10,-1,1,1,16,2019,4,1,14,1,1,16,True,True,True,False,True
6385,0,-1,87,70,10,-1,1,29,9,2018,11,22,18,1,29,9,True,True,True,False,True
6386,0,-1,1,10,200,-1,1,2,13,2019,1,2,14,1,2,13,True,False,True,False,True
6387,0,-1,26,30,170,-1,1,31,11,2018,12,26,11,1,31,11,True,True,True,False,True
6388,1,-1,51,10,10,-1,3,7,17,2019,2,18,20,3,7,17,True,False,True,False,True
6389,0,-1,79,30,200,-1,2,13,20,2019,2,11,12,2,13,20,True,True,True,False,True
6390,0,-1,61,10,200,-1,3,9,14,2019,1,9,12,3,9,14,True,False,True,False,True
6391,2,10,93,40,50,1,1,18,13,2018,10,19,13,1,18,13,True,True,True,False,True
6392,0,-1,18,10,10,-1,3,28,9,2018,11,18,19,3,28,9,True,False,True,False,True
6393,1,-1,96,10,200,-1,3,23,10,2018,11,17,18,3,23,10,True,False,True,False,True
6394,1,-1,3,10,10,0,1,12,8,2018,4,25,13,1,12,8,True,False,True,False,True
6395,0,-1,95,10,200,0,3,6,14,2019,1,24,15,3,6,14,True,False,True,False,True
6396,0,-1,84,10,200,-1,2,9,9,2018,12,29,17,2,9,9,True,False,True,False,True
6397,0,-1,68,70,200,-1,2,3,16,2018,1,11,15,2,3,16,True,True,True,False,True
6398,0,-1,60,20,200,-1,1,30,14,2019,1,25,13,1,30,14,True,False,True,False,True
6399,0,-1,79,100,130,1,1,11,6,2018,12,10,10,1,11,6,True,True,True,False,True
6400,2,-1,92,10,160,-1,2,13,7,2018,10,10,14,2,13,7,True,False,True,False,True
6401,1,-1,11,10,10,0,1,24,8,2017,12,18,0,1,24,8,True,False,True,False,True
6402,0,-1,14,10,10,-1,3,25,10,2018,4,14,16,3,25,10,True,False,True,False,True
6403,0,-1,37,10,170,-1,2,15,21,2019,2,15,21,2,15,21,True,False,True,False,True
6404,0,-1,25,10,40,0,2,14,15,2018,4,27,14,2,14,15,True,False,True,False,True
6405,0,-1,61,120,120,0,3,5,12,2019,2,4,12,3,5,12,True,False,True,False,True
6406,0,-1,32,20,200,-1,2,11,10,2018,12,28,9,2,11,10,True,False,True,False,True
6407,0,10,39,100,200,2,2,18,17,2018,3,19,13,2,18,17,True,True,True,False,True
6408,1,-1,92,20,200,-1,2,21,7,2019,2,15,11,2,21,7,True,False,True,False,True
6409,1,-1,14,10,10,0,3,4,9,2019,1,17,12,3,4,9,True,False,True,False,True
6410,0,-1,87,10,200,-1,2,21,9,2019,2,15,8,2,21,9,True,False,True,False,True
6411,1,-1,68,10,200,0,2,5,15,2018,5,28,7,2,5,15,True,False,False,False,True
6412,0,-1,13,10,200,0,3,1,11,2018,5,5,9,3,1,11,True,False,True,False,True
6413,0,-1,36,10,200,-1,3,21,12,2019,3,21,12,3,21,12,True,False,True,False,True
6414,0,-1,36,10,200,-1,3,31,17,2018,1,26,9,3,31,17,True,False,True,False,True
6415,2,-1,95,40,50,-1,1,4,8,2018,12,20,17,1,4,8,True,True,True,False,True
6416,1,-1,70,10,200,-1,3,22,12,2018,8,22,7,3,22,12,True,False,True,False,True
6417,0,-1,94,100,200,-1,1,3,10,2018,10,16,0,1,3,10,True,True,True,False,True
6418,0,-1,70,10,200,-1,3,15,13,2019,2,6,13,3,15,13,True,False,True,False,True
6419,0,-1,93,30,160,0,1,28,12,2018,12,24,17,1,28,12,True,True,True,False,True
6420,2,10,96,100,50,-1,3,4,14,2018,10,12,14,3,4,14,True,True,True,False,True
6421,0,-1,60,40,120,-1,3,20,9,2019,2,28,9,3,20,9,True,True,True,False,True
6422,0,-1,85,10,160,-1,2,8,9,2019,3,6,12,2,8,9,True,False,True,False,True
6423,1,-1,50,10,10,0,3,26,9,2018,2,23,14,3,26,9,True,False,True,False,True
6424,1,-1,93,20,200,-1,2,14,8,2018,11,8,7,2,14,8,True,False,True,False,True
6425,1,-1,32,20,10,-1,3,21,10,2019,3,19,8,3,21,10,True,False,True,False,True
6426,0,-1,61,10,200,-1,1,28,8,2018,11,1,10,1,28,8,True,False,True,False,True
6427,1,-1,14,10,10,-1,1,28,8,2018,11,16,14,1,28,8,True,False,True,False,True
6428,0,-1,38,100,10,-1,3,27,16,2019,3,27,16,3,27,16,True,True,True,False,True
6429,0,10,34,100,200,2,1,5,9,2018,10,11,14,1,5,9,True,True,True,False,True
6430,2,-1,96,100,50,2,1,10,14,2018,5,29,9,1,10,14,True,True,True,False,True
6431,0,-1,13,10,200,-1,3,14,10,2019,3,12,15,3,14,10,True,False,True,False,True
6432,1,-1,81,10,10,-1,1,23,13,2019,1,7,12,1,23,13,True,False,True,False,True
6433,0,-1,40,10,200,0,1,23,9,2018,12,4,10,1,23,9,True,False,False,True,True
6434,1,-1,87,10,200,-1,1,15,7,2018,12,18,15,1,15,7,True,False,True,False,True
6435,1,-1,14,20,120,-1,2,6,14,2018,5,17,12,2,6,14,True,False,True,False,True
6436,0,-1,34,60,200,-1,3,6,8,2019,2,8,12,3,6,8,True,True,True,False,True
6437,0,-1,13,100,200,-1,1,2,11,2018,12,30,23,1,2,11,True,True,True,False,True
6438,0,-1,95,10,160,0,2,2,13,2018,10,11,9,2,2,13,True,False,True,False,True
6439,0,-1,14,20,120,-1,1,21,10,2019,1,21,10,1,21,10,True,False,True,False,True
6440,1,-1,38,10,10,-1,3,11,14,2019,3,4,18,3,11,14,True,False,True,False,True
6441,1,-1,32,20,10,-1,3,24,9,2019,3,20,13,3,24,9,True,False,True,False,True
6442,2,-1,92,20,160,-1,2,26,8,2019,2,15,15,2,26,8,True,False,True,False,True
6443,1,-1,54,40,120,-1,3,11,17,2018,10,23,16,3,11,17,True,True,True,False,True
6444,0,-1,68,100,200,-1,3,29,11,2019,3,18,14,3,29,11,True,True,True,False,True
6445,0,-1,69,10,10,-1,2,21,9,2018,12,20,11,2,21,9,True,False,True,False,True
6446,1,-1,34,10,200,-1,2,23,8,2019,2,21,10,2,23,8,True,False,True,False,True
6447,0,-1,84,10,200,-1,2,22,10,2018,5,6,18,2,22,10,True,False,True,False,True
6448,1,-1,51,10,10,-1,2,24,19,2019,1,20,22,2,24,19,True,False,True,False,True
6449,0,-1,14,10,10,-1,2,11,17,2019,2,5,18,2,11,17,True,False,True,False,True
6450,0,70,88,10,110,0,1,22,7,2018,1,26,8,1,22,7,True,False,True,False,True
6451,1,-1,93,20,50,0,1,28,17,2018,11,14,8,1,28,17,True,False,True,False,True
6452,1,-1,38,10,200,-1,1,9,14,2018,2,13,14,1,9,14,True,False,True,False,True
6453,0,-1,60,10,200,-1,2,28,20,2019,2,28,20,2,28,20,True,False,True,False,True
6454,0,-1,315710,10,100,-1,1,14,17,2018,7,9,18,1,14,17,True,False,True,False,True
6455,0,-1,83,20,170,0,1,14,10,2018,2,15,12,1,14,10,True,False,True,False,True
6456,0,-1,36,10,10,-1,1,7,7,2018,6,18,8,1,7,7,True,False,True,False,True
6457,0,-1,96,10,10,-1,3,12,15,2018,10,16,8,3,12,15,True,False,True,False,True
6458,1,-1,38,10,10,-1,2,19,14,2018,3,17,15,2,19,14,True,False,True,False,True
6459,0,-1,68,20,200,-1,3,5,12,2018,2,2,15,3,5,12,True,False,True,False,True
6460,0,-1,81,10,10,-1,3,11,13,2018,9,4,14,3,11,13,True,False,True,False,True
6461,0,-1,13,10,200,-1,2,27,13,2019,2,27,13,2,27,13,True,False,True,False,True
6462,0,-1,78,40,200,-1,2,15,9,2018,6,20,17,2,15,9,True,True,True,False,True
6463,1,-1,22,20,10,-1,2,24,20,2019,2,11,20,2,24,20,True,False,True,False,True
6464,1,-1,100,10,10,-1,3,24,4,2018,4,19,10,3,24,4,True,False,True,False,True
6465,1,-1,73,100,100,-1,2,24,10,2019,1,16,10,2,24,10,True,True,True,False,True
6466,1,-1,55,10,100,0,1,15,18,2018,2,5,9,1,15,18,True,False,True,False,True
6467,1,-1,87,100,10,-1,2,15,7,2019,2,4,11,2,15,7,True,True,True,False,True
6468,1,-1,92,10,160,-1,2,28,19,2019,2,25,21,2,28,19,True,False,True,False,True
6469,0,-1,27,100,200,-1,2,21,21,2019,2,22,7,2,21,21,True,True,False,True,True
6470,1,-1,3,10,10,0,2,13,7,2017,12,25,13,2,13,7,True,False,True,False,True
6471,0,-1,60,20,200,-1,3,24,8,2018,11,8,9,3,24,8,True,False,True,False,True
6472,0,-1,50,100,170,-1,2,25,11,2018,7,6,14,2,25,11,True,True,True,False,True
6473,0,-1,79,10,200,0,3,6,9,2019,3,6,9,3,6,9,True,False,True,False,True
6474,0,-1,68,10,200,-1,3,29,8,2019,3,12,16,3,29,8,True,False,True,False,True
6475,0,-1,79,10,200,0,1,16,16,2018,12,23,9,1,16,16,True,False,True,False,True
6476,0,-1,60,10,200,-1,3,13,7,2019,3,9,16,3,13,7,True,False,True,False,True
6477,1,-1,63,10,10,0,2,21,11,2019,1,16,15,2,21,11,True,False,True,False,True
6478,0,-1,315710,100,160,-1,3,13,19,2018,10,31,20,3,13,19,True,True,True,False,True
6479,0,-1,85,10,10,-1,1,11,9,2019,1,10,10,1,11,9,True,False,True,False,True
6480,2,-1,69,10,10,-1,3,12,10,2019,2,1,16,3,12,10,True,False,True,False,True
6481,2,-1,83,100,10,-1,2,25,12,2018,7,4,12,2,25,12,True,True,True,False,True
6482,0,-1,55,10,120,0,1,27,18,2018,10,29,10,1,27,18,True,False,True,False,True
6483,1,-1,86,10,10,-1,2,14,8,2017,11,22,13,2,14,8,True,False,True,False,True
6484,1,-1,70,10,200,-1,1,6,10,2019,1,6,10,1,6,10,True,False,True,False,True
6485,2,-1,23,10,10,0,2,5,10,2017,11,14,11,2,5,10,True,False,True,False,True
6486,1,-1,92,10,10,-1,2,19,7,2019,1,31,12,2,19,7,True,False,True,False,True
6487,0,-1,96,30,200,-1,3,25,13,2019,1,22,19,3,25,13,True,True,True,False,True
6488,1,-1,61,120,170,-1,2,3,8,2018,10,15,12,2,3,8,True,False,True,False,True
6489,1,-1,51,10,10,0,2,16,6,2018,9,7,8,2,16,6,True,False,True,False,True
6490,1,-1,81,10,10,-1,3,26,12,2018,12,29,16,3,26,12,True,False,True,False,True
6491,1,-1,81,10,10,-1,1,21,12,2018,6,8,8,1,21,12,True,False,True,False,True
6492,2,-1,13,10,200,-1,3,25,8,2019,3,8,12,3,25,8,True,False,True,False,True
6493,0,-1,1,10,200,0,1,9,9,2017,12,21,14,1,9,9,False,False,True,False,True
6494,0,-1,94,30,200,-1,3,23,7,2019,3,21,16,3,23,7,True,True,True,False,True
6495,2,-1,96,100,50,1,1,28,11,2018,6,7,9,1,28,11,True,True,True,False,True
6496,0,-1,68,10,200,-1,3,14,14,2018,9,15,15,3,14,14,True,False,True,False,True
6497,1,-1,46,10,160,0,2,25,18,2017,10,14,18,2,25,18,True,False,True,False,True
6498,1,-1,54,10,200,-1,2,5,15,2018,9,12,10,2,5,15,True,False,True,False,True
6499,0,-1,70,60,200,-1,3,18,9,2019,1,10,14,3,18,9,True,True,True,False,True
6500,1,-1,70,10,200,-1,3,19,13,2019,2,8,7,3,19,13,True,False,True,False,True
6501,0,-1,72,10,170,-1,3,22,16,2018,8,8,17,3,22,16,True,False,True,False,True
6502,2,-1,68,10,200,-1,3,8,9,2018,1,9,14,3,8,9,True,False,True,False,True
6503,1,-1,40,10,10,-1,3,8,8,2019,3,7,16,3,8,8,True,False,True,False,True
6504,1,-1,90,10,10,-1,3,27,13,2019,1,17,13,3,27,13,True,False,True,False,True
6505,0,-1,60,10,200,-1,2,25,8,2019,2,22,18,2,25,8,True,False,True,False,True
6506,0,10,36,40,40,-1,1,29,9,2019,1,17,14,1,29,9,True,True,True,False,True
6507,2,-1,52,10,70,-1,1,24,15,2018,8,5,18,1,24,15,True,False,True,False,True
6508,2,-1,96,60,50,1,2,18,16,2018,5,31,10,2,18,16,True,True,True,False,True
6509,0,-1,96,10,200,0,3,5,13,2019,3,1,14,3,5,13,True,False,True,False,True
6510,2,-1,18,10,10,0,1,24,8,2019,1,14,13,1,24,8,True,False,True,False,True
6511,0,-1,94,20,120,0,3,19,16,2019,3,13,16,3,19,16,True,False,False,True,False
6512,2,-1,96,100,50,-1,1,10,18,2019,1,9,11,1,10,18,True,True,True,False,True
6513,1,-1,50,20,10,0,1,3,10,2018,5,28,14,1,3,10,True,False,True,False,True
6514,1,-1,81,10,10,-1,1,15,12,2018,6,25,11,1,15,12,True,False,True,False,True
6515,1,-1,50,10,10,-1,2,1,8,2019,1,24,16,2,1,8,True,False,True,False,True
6516,0,-1,52,20,120,-1,3,7,13,2019,1,16,10,3,7,13,True,False,True,False,True
6517,0,-1,50,10,170,-1,3,11,15,2019,2,28,10,3,11,15,True,False,True,False,True
6518,0,-1,70,10,200,0,3,20,20,2018,10,17,13,3,20,20,True,False,True,False,True
6519,0,-1,60,100,200,-1,2,23,16,2018,12,15,17,2,23,16,True,True,True,False,True
6520,1,-1,43,100,10,1,3,29,11,2019,2,13,9,3,29,11,True,True,True,False,True
6521,0,-1,85,10,170,0,2,13,9,2018,4,8,13,2,13,9,True,False,True,False,True
6522,0,-1,315710,10,100,-1,3,31,10,2018,11,20,21,3,31,10,True,False,True,False,True
6523,1,-1,32,20,10,0,3,16,10,2019,2,13,14,3,16,10,True,False,True,False,True
6524,0,-1,70,10,200,-1,3,19,15,2019,3,8,15,3,19,15,True,False,True,False,True
6525,1,-1,38,10,10,-1,3,17,14,2019,1,14,18,3,17,14,True,False,True,False,True
6526,1,-1,43,10,10,-1,3,16,7,2018,11,29,14,3,16,7,True,False,True,False,True
6527,1,-1,92,40,160,2,1,5,15,2019,1,2,15,1,5,15,True,True,True,False,True
6528,0,-1,50,10,170,-1,1,8,16,2018,2,20,9,1,8,16,True,False,True,False,True
6529,0,-1,66,10,170,-1,2,24,17,2019,2,24,22,2,24,17,True,False,True,False,True
6530,0,-1,68,10,10,-1,1,30,14,2018,6,8,13,1,30,14,True,False,True,False,True
6531,2,10,92,100,50,-1,1,28,10,2018,10,1,6,1,28,10,True,True,True,False,True
6532,1,-1,54,10,200,-1,2,19,11,2019,2,19,11,2,19,11,True,False,True,False,True
6533,2,10,96,100,50,3,2,11,9,2018,10,18,14,2,11,9,True,True,True,False,True
6534,0,-1,30,20,200,-1,3,19,14,2018,11,9,11,3,19,14,True,False,True,False,True
6535,1,-1,73,10,100,-1,1,18,13,2018,10,29,12,1,18,13,True,False,True,False,True
6536,0,-1,39,20,200,0,1,3,8,2018,12,4,20,1,3,8,True,False,True,False,True
6537,0,-1,95,20,160,-1,3,2,13,2019,1,25,16,3,2,13,True,False,True,False,True
6538,1,-1,13,10,200,-1,2,7,17,2019,1,30,13,2,7,17,True,False,True,False,True
6539,2,-1,83,20,10,-1,3,11,9,2018,4,11,11,3,11,9,True,False,True,False,True
6540,1,-1,22,100,10,-1,2,6,15,2017,10,23,17,2,6,15,True,True,True,False,True
6541,1,-1,315710,10,160,-1,1,21,20,2018,11,12,19,1,21,20,True,False,True,False,True
6542,0,-1,58,10,170,-1,1,4,11,2019,1,3,12,1,4,11,True,False,True,False,True
6543,0,-1,68,30,200,-1,1,18,14,2019,1,14,14,1,18,14,True,True,True,False,True
6544,0,-1,88,10,200,-1,1,30,18,2019,1,10,10,1,30,18,True,False,True,False,True
6545,0,-1,32,10,200,-1,3,11,18,2019,3,11,18,3,11,18,True,False,True,False,True
6546,1,-1,59,10,10,-1,3,7,9,2019,3,8,20,3,7,9,True,False,True,False,True
6547,0,-1,79,10,200,0,2,12,10,2019,1,19,7,2,12,10,True,False,True,False,True
6548,2,-1,96,40,200,-1,1,3,13,2018,12,11,17,1,3,13,True,True,True,False,True
6549,0,-1,68,70,200,-1,3,1,12,2018,1,16,9,3,1,12,True,True,True,False,True
6550,0,-1,34,10,200,-1,3,6,15,2018,1,24,12,3,6,15,True,False,True,False,True
6551,2,-1,14,120,50,0,1,10,9,2018,11,26,13,1,10,9,True,False,True,False,True
6552,0,-1,73,10,170,-1,3,10,14,2017,12,19,14,3,10,14,True,False,True,False,True
6553,2,10,78,100,10,-1,1,31,10,2019,1,29,16,1,31,10,True,True,True,False,True
6554,1,-1,80,10,200,0,1,2,8,2018,10,8,13,1,2,8,True,False,True,False,True
6555,0,-1,34,10,200,-1,1,10,17,2018,3,8,14,1,10,17,True,False,True,False,True
6556,2,-1,81,30,10,-1,2,8,13,2018,10,31,0,2,8,13,True,True,True,False,True
6557,2,-1,79,10,200,0,3,22,12,2018,12,31,10,3,22,12,True,False,True,False,True
6558,1,-1,315710,20,200,-1,3,28,16,2019,1,30,23,3,28,16,True,False,True,False,True
6559,2,10,57,40,10,1,3,15,14,2019,2,7,14,3,15,14,True,True,True,False,True
6560,0,-1,60,30,200,-1,1,6,15,2018,11,26,18,1,6,15,True,True,True,False,True
6561,1,-1,46,40,10,-1,2,25,7,2019,2,15,9,2,25,7,True,True,True,False,True
6562,0,-1,35,10,200,-1,1,22,9,2019,1,22,9,1,22,9,True,False,True,False,True
6563,0,-1,2,10,200,0,3,27,12,2018,7,31,8,3,27,12,True,False,True,False,True
6564,1,-1,70,30,200,0,1,16,10,2018,11,8,8,1,16,10,True,False,True,False,True
6565,0,-1,34,20,200,0,3,18,12,2019,3,18,12,3,18,12,True,False,True,False,True
6566,0,-1,34,100,200,-1,1,16,8,2018,12,10,14,1,16,8,True,True,True,False,True
6567,2,-1,93,40,50,2,2,28,13,2018,9,25,15,2,28,13,True,True,True,False,True
6568,2,-1,95,100,50,-1,1,11,23,2018,10,23,22,1,12,16,True,True,True,False,True
6569,2,-1,79,10,10,-1,2,11,13,2018,7,3,19,2,11,13,True,False,True,False,True
6570,2,-1,45,10,200,-1,2,28,9,2017,12,19,13,2,28,9,True,False,True,False,True
6571,0,-1,315710,100,200,-1,1,1,17,2018,11,26,17,1,1,17,True,True,True,False,True
6572,2,-1,38,60,10,-1,3,18,14,2018,12,6,15,3,18,14,True,True,True,False,True
6573,1,-1,100,10,10,-1,3,23,8,2019,3,22,18,3,23,8,True,False,True,False,True
6574,0,-1,96,50,50,3,2,8,13,2018,6,7,15,2,8,13,True,True,True,False,True
6575,0,-1,78,10,200,0,1,31,17,2019,1,24,8,1,31,17,True,False,True,False,True
6576,2,-1,79,10,100,-1,1,28,12,2019,1,20,21,1,28,12,True,False,True,False,True
6577,0,-1,94,30,200,0,2,7,4,2019,1,29,17,2,7,4,True,True,True,False,True
6578,0,-1,79,100,200,2,1,11,15,2018,11,19,13,1,11,15,True,True,True,False,True
6579,2,-1,34,20,10,-1,3,4,15,2018,3,2,21,3,4,15,True,False,True,False,True
6580,0,-1,32,100,200,-1,1,25,7,2018,12,29,19,1,25,7,True,True,True,False,True
6581,1,-1,61,10,200,0,3,30,10,2017,11,3,0,3,30,10,True,False,True,False,True
6582,0,-1,70,100,200,-1,2,22,8,2019,2,18,13,2,22,8,True,True,True,False,True
6583,0,-1,31,10,200,-1,2,17,7,2018,11,21,10,2,17,7,True,False,True,False,True
6584,1,-1,96,20,200,0,2,8,20,2019,2,8,19,2,8,20,True,False,True,False,True
6585,1,-1,315710,40,200,-1,3,14,19,2019,3,14,19,3,14,19,True,True,True,False,True
6586,0,-1,88,10,120,-1,3,23,11,2019,1,18,15,3,23,11,True,False,True,False,True
6587,0,-1,13,10,200,-1,1,15,12,2018,7,10,11,1,15,12,True,False,True,False,True
6588,0,-1,68,40,200,-1,3,18,10,2018,4,23,19,3,18,10,True,True,True,False,True
6589,1,-1,81,10,10,-1,2,18,15,2019,1,23,23,2,18,15,True,False,True,False,True
6590,3,-1,70,40,200,0,1,8,12,2018,3,19,13,1,8,12,True,True,True,False,True
6591,0,-1,96,100,200,-1,3,13,12,2019,3,1,22,3,13,12,True,True,True,False,True
6592,1,-1,84,10,200,0,1,3,17,2018,1,17,0,1,3,17,True,False,False,True,True
6593,0,-1,41,10,150,-1,2,26,10,2019,2,26,10,2,26,10,True,False,True,False,True
6594,2,-1,38,20,200,-1,1,28,16,2018,9,20,14,1,28,16,True,False,True,False,False
6595,1,-1,66,40,10,-1,1,28,20,2019,1,24,20,1,28,20,True,True,True,False,False
6596,1,-1,11,10,10,0,1,26,8,2018,5,18,12,1,26,8,True,False,True,False,True
6597,0,-1,78,30,10,-1,1,26,9,2019,1,18,10,1,26,9,True,True,True,False,True
6598,0,-1,36,10,10,-1,3,13,8,2019,2,13,12,3,13,8,True,False,True,False,True
6599,1,-1,38,10,10,-1,3,28,15,2018,5,11,17,3,28,15,True,False,True,False,True
6600,1,-1,57,10,200,-1,3,13,16,2019,1,29,16,3,13,16,True,False,True,False,True
6601,0,-1,94,20,200,-1,3,28,11,2019,2,19,17,3,28,11,True,False,True,False,True
6602,2,-1,13,10,200,-1,2,26,13,2018,4,2,13,2,26,13,True,False,True,False,True
6603,2,20,79,40,50,2,1,7,13,2018,12,14,12,1,7,13,True,True,True,False,True
6604,0,-1,68,20,200,-1,2,22,14,2018,1,14,17,2,22,14,True,False,True,False,True
6605,1,10,57,100,10,3,2,6,16,2018,10,10,15,2,6,16,True,True,True,False,True
6606,0,-1,64,30,170,-1,3,5,14,2019,1,15,10,3,5,14,True,True,True,False,True
6607,0,-1,35,100,200,-1,2,9,9,2019,2,6,10,2,9,9,True,True,True,False,True
6608,2,-1,93,40,50,-1,2,1,10,2019,1,25,11,2,1,10,True,True,True,False,True
6609,2,-1,32,40,50,-1,3,19,6,2019,3,6,13,3,19,6,True,True,True,False,False
6610,2,-1,6,10,10,-1,2,20,14,2019,1,31,22,2,20,14,True,False,True,False,True
6611,2,-1,96,40,50,-1,1,7,13,2018,12,13,16,1,7,13,True,True,True,False,True
6612,1,-1,68,10,200,-1,3,16,22,2016,4,28,0,3,16,22,True,False,True,False,True
6613,2,-1,78,10,10,-1,2,15,13,2018,10,17,18,2,15,13,True,False,True,False,True
6614,2,-1,93,60,50,-1,2,18,14,2018,9,26,14,2,18,14,True,True,True,False,True
6615,2,-1,92,40,50,1,2,6,9,2018,12,28,11,2,6,9,True,True,True,False,True
6616,1,-1,13,10,20,0,2,21,18,2018,6,14,10,2,21,18,True,False,True,False,True
6617,0,-1,52,80,200,0,2,24,8,2018,8,14,15,2,24,8,True,False,True,False,True
6618,1,-1,63,20,200,0,2,10,14,2017,3,13,0,2,10,14,True,False,True,False,True
6619,0,-1,73,10,200,-1,2,15,8,2019,2,6,16,2,15,8,True,False,True,False,True
6620,0,-1,55,10,200,-1,1,11,11,2019,1,4,10,1,11,11,True,False,True,False,True
6621,1,-1,95,100,50,-1,2,12,10,2018,9,19,13,2,12,10,True,True,True,False,True
6622,0,-1,60,60,80,-1,1,21,8,2018,8,13,10,1,21,8,True,True,True,False,True
6623,2,-1,34,30,200,-1,3,4,9,2018,11,8,16,3,4,9,True,True,True,False,True
6624,0,-1,68,20,200,-1,1,30,11,2018,9,3,13,1,30,11,True,False,True,False,True
6625,1,-1,92,10,160,-1,3,30,20,2019,3,13,20,3,30,20,True,False,True,False,True
6626,0,-1,43,20,120,0,3,27,9,2017,5,2,7,3,27,9,True,False,True,False,True
6627,0,-1,315670,100,170,-1,3,17,9,2019,3,17,9,3,17,9,True,True,False,True,True
6628,2,-1,13,10,200,-1,2,27,8,2019,1,19,16,2,27,8,True,False,True,False,True
6629,1,-1,81,20,10,-1,2,28,15,2018,7,26,10,2,28,15,True,False,True,False,True
6630,0,-1,68,10,200,0,3,28,7,2019,3,20,17,3,28,7,True,False,True,False,True
6631,0,-1,14,10,200,0,3,17,12,2018,10,11,13,3,17,12,True,False,True,False,True
6632,2,-1,92,100,50,-1,2,20,8,2018,10,31,8,2,20,8,True,True,True,False,True
6633,0,-1,13,10,200,-1,3,20,20,2019,3,20,20,3,20,20,True,False,True,False,True
6634,0,-1,67,10,200,0,3,3,11,2017,10,9,9,3,3,11,True,False,True,False,True
6635,2,-1,13,10,200,-1,1,31,8,2018,4,11,17,1,31,8,True,False,True,False,True
6636,1,-1,78,20,10,0,1,21,12,2018,10,11,0,1,21,12,True,False,True,False,True
6637,0,-1,13,10,160,-1,3,20,20,2018,10,13,10,3,20,20,True,False,True,False,True
6638,0,-1,94,100,130,0,2,13,14,2019,1,22,17,2,13,14,True,True,True,False,True
6639,2,-1,69,10,10,-1,1,30,9,2017,12,6,0,1,30,9,True,False,True,False,True
6640,1,-1,87,10,10,-1,1,1,13,2018,11,16,13,1,1,13,True,False,True,False,True
6641,0,-1,73,10,200,0,3,12,14,2017,1,12,10,3,12,14,True,False,True,False,True
6642,1,-1,22,20,10,-1,1,7,14,2018,12,13,21,1,7,14,True,False,True,False,True
6643,1,-1,36,10,10,-1,2,8,8,2018,9,13,9,2,8,8,True,False,True,False,True
6644,1,-1,51,20,10,-1,3,6,6,2019,3,5,6,3,6,6,True,False,True,False,True
6645,0,-1,70,10,200,0,3,12,13,2018,6,15,11,3,12,13,True,False,True,False,True
6646,0,-1,88,60,120,-1,1,4,15,2018,1,2,17,1,4,15,True,True,True,False,True
6647,2,-1,93,40,50,-1,3,25,17,2019,1,7,12,3,25,17,True,True,True,False,True
6648,1,-1,11,10,200,-1,1,10,19,2019,1,10,19,1,10,19,True,False,True,False,True
6649,0,10,88,40,120,-1,3,9,10,2018,1,4,14,3,9,10,True,True,True,False,True
6650,1,-1,70,10,200,-1,3,8,11,2018,2,1,17,3,8,11,True,False,True,False,True
