,situation,location,gc_id,fruit_situation_id,number_of_fruit,target,month_creation_date_answer,day_creation_date_answer,hour_creation_date_answer,year_creation_date_global,month_creation_date_global,day_creation_date_global,hour_creation_date_global,month_creation_date_request,day_creation_date_request,hour_creation_date_request,AP_0,favorite_fruit_0,hobby_0,hobby_1,green_vegetables_0
6196,-1,13,20,10,0,3,3,9,7,2018,6,5,9,3,9,7,1,1,0,1,1
6197,-1,13,10,200,0,1,3,1,9,2016,4,15,0,3,1,9,1,1,0,1,1
6198,-1,60,20,200,-1,0,3,28,14,2019,2,27,9,3,28,14,1,1,0,1,1
6199,-1,32,10,200,-1,0,1,23,13,2018,11,1,19,1,23,13,1,1,0,1,1
6200,-1,10,10,10,-1,1,1,28,8,2018,11,6,10,1,28,8,1,1,0,1,1
6201,-1,81,10,10,-1,1,1,17,14,2018,6,25,9,1,17,14,1,1,0,1,1
6202,-1,68,10,180,0,0,3,6,11,2018,10,27,11,3,6,11,1,1,0,1,1
6203,-1,96,40,200,-1,0,1,2,14,2018,11,14,19,1,2,14,1,0,0,1,1
6204,-1,64,10,200,-1,2,2,11,9,2019,1,12,15,2,11,9,1,1,0,1,1
6205,-1,1,10,170,-1,2,2,12,12,2018,11,30,9,2,12,12,1,1,0,1,1
6206,-1,93,40,200,-1,2,1,3,15,2018,9,12,13,1,3,15,1,0,0,1,1
6207,-1,8,10,10,-1,1,3,13,12,2019,2,22,12,3,13,12,1,1,0,1,1
6208,-1,43,10,120,0,1,1,7,18,2018,10,23,19,1,7,18,1,1,0,1,1
6209,-1,94,10,200,0,0,2,14,18,2019,2,14,18,2,14,18,1,1,0,1,1
6210,-1,68,10,200,-1,0,2,11,9,2019,1,7,13,2,11,9,1,1,0,1,1
6211,-1,61,10,170,-1,0,2,27,10,2018,11,20,8,2,27,10,1,1,0,1,1
6212,-1,60,10,200,-1,0,3,14,11,2018,12,11,11,3,14,11,1,1,0,1,1
6213,-1,68,100,200,-1,0,1,13,15,2018,10,2,2,1,13,15,1,0,0,1,1
6214,-1,50,10,170,-1,0,2,26,11,2019,2,17,20,2,26,11,1,1,0,1,1
6215,-1,95,100,200,-1,0,3,31,19,2019,1,31,3,3,31,19,1,0,0,1,1
6216,-1,92,10,160,-1,1,1,2,8,2018,12,19,14,1,2,8,1,1,0,1,1
6217,-1,93,10,10,0,1,2,1,18,2017,10,4,0,2,1,18,1,1,0,1,1
6218,-1,96,20,50,-1,2,1,31,13,2018,10,22,13,1,31,13,1,1,0,1,1
6219,-1,16,80,10,-1,0,3,8,8,2019,1,14,20,3,8,8,1,1,0,1,1
6220,-1,68,10,200,-1,0,1,23,20,2018,11,30,14,1,23,20,1,1,0,1,1
6221,-1,84,10,120,-1,1,1,27,14,2018,12,29,17,1,27,14,1,1,0,1,1
6222,-1,60,10,200,-1,0,3,25,20,2018,8,13,18,3,25,20,1,1,0,1,1
6223,-1,50,10,10,0,2,1,31,7,2016,6,2,0,1,31,7,1,1,0,1,1
6224,-1,43,100,10,-1,1,2,14,17,2019,2,1,15,2,14,17,1,0,0,1,1
6225,-1,13,100,200,-1,2,1,28,13,2019,1,11,13,1,28,13,1,0,0,1,1
6226,-1,36,10,200,-1,0,1,29,8,2018,10,8,13,1,29,8,1,1,0,1,1
6227,-1,35,30,200,-1,0,2,26,9,2019,2,14,17,2,26,9,1,0,0,1,1
6228,-1,68,100,200,-1,0,2,4,18,2018,4,20,15,2,4,18,1,0,0,1,1
6229,-1,14,10,10,-1,0,1,14,11,2019,1,14,11,1,14,11,1,1,0,1,1
6230,-1,14,10,200,-1,0,2,12,10,2019,2,11,17,2,12,10,1,1,0,1,1
6231,-1,92,20,10,1,2,2,12,7,2019,1,8,21,2,12,7,1,1,0,1,1
6232,-1,73,10,100,0,0,3,16,9,2017,12,6,16,3,16,9,1,1,0,1,1
6233,-1,68,10,200,-1,0,1,9,8,2018,11,15,1,1,9,8,1,1,0,1,1
6234,-1,60,40,200,-1,0,2,4,9,2019,1,28,10,2,4,9,1,0,0,1,1
6235,-1,93,10,160,-1,0,1,26,15,2018,10,6,0,1,26,15,1,1,0,1,1
6236,-1,36,20,200,-1,1,3,31,9,2018,12,6,16,3,31,9,1,1,0,1,1
6237,-1,31,10,110,-1,0,1,28,9,2019,1,28,12,1,28,9,1,1,0,1,1
6238,-1,50,120,10,-1,0,3,7,20,2018,1,1,14,3,7,20,1,1,0,1,1
6239,-1,13,10,200,-1,0,1,7,11,2018,9,7,12,1,7,11,1,1,0,1,1
6240,-1,59,80,10,-1,1,3,31,8,2019,3,13,17,3,31,8,1,1,0,1,1
6241,-1,43,10,10,-1,1,2,13,9,2019,1,24,17,2,13,9,1,1,0,1,1
6242,-1,81,10,10,0,0,2,3,21,2019,1,7,14,2,3,21,1,1,0,1,1
6243,-1,96,20,50,-1,2,1,24,17,2018,10,25,13,1,24,17,1,1,0,1,1
6244,-1,25,20,10,0,2,3,8,7,2017,10,23,14,3,8,7,1,1,0,0,1
6245,-1,88,20,120,-1,0,1,24,19,2019,1,11,18,1,24,19,1,1,0,1,1
6246,-1,13,10,200,-1,0,3,20,7,2018,5,15,9,3,20,7,1,1,0,1,1
6247,-1,51,10,170,0,0,2,1,20,2018,8,3,19,2,1,20,1,1,0,1,1
6248,-1,73,70,10,-1,1,2,5,9,2018,11,21,13,2,5,9,1,0,0,1,1
6249,-1,68,10,200,-1,2,3,23,8,2017,10,27,0,3,23,8,1,1,0,1,1
6250,-1,68,40,200,-1,0,3,24,16,2019,3,12,15,3,24,16,1,0,0,1,1
6251,-1,40,10,80,-1,0,1,24,21,2019,1,25,15,1,24,21,1,1,0,1,1
6252,-1,70,10,200,-1,1,2,17,12,2018,7,25,8,2,17,12,1,1,0,1,1
6253,-1,43,30,110,-1,0,1,11,19,2018,11,14,18,1,11,19,1,0,0,1,1
6254,-1,81,20,10,-1,1,3,5,12,2018,10,17,0,3,5,12,1,1,0,1,1
6255,-1,93,100,50,-1,2,1,3,8,2018,10,11,11,1,3,8,1,0,0,1,1
6256,-1,69,10,200,-1,0,2,26,16,2019,2,1,19,2,26,16,1,1,0,1,1
6257,-1,39,40,50,1,2,2,28,13,2019,2,11,17,2,28,13,1,0,0,1,1
6258,-1,45,20,120,-1,0,1,16,15,2017,12,26,16,1,16,15,1,1,0,1,1
6259,-1,10,120,200,-1,0,3,8,10,2019,2,8,13,3,8,10,1,1,0,1,1
6260,-1,13,40,160,-1,1,2,9,17,2019,2,9,18,2,9,17,1,0,0,1,1
6261,-1,31,40,20,-1,0,1,7,11,2018,4,6,11,1,7,11,1,0,0,1,1
6262,-1,29,10,10,-1,1,2,8,15,2018,1,28,19,2,8,15,1,1,0,1,1
6263,-1,70,20,200,-1,0,3,16,8,2019,2,25,16,3,16,8,1,1,0,1,1
6264,-1,16,10,200,0,1,1,21,7,2017,11,10,0,1,21,7,1,1,0,1,1
6265,-1,22,10,200,-1,0,1,29,20,2019,1,31,9,1,29,20,1,1,0,1,1
6266,-1,70,70,200,-1,1,1,8,8,2019,1,7,12,1,8,8,1,0,0,1,1
6267,-1,46,40,10,-1,2,1,22,7,2018,11,5,13,1,22,7,1,0,0,1,1
6268,-1,55,10,10,-1,1,2,8,17,2018,3,16,9,2,8,17,0,1,0,1,1
6269,-1,25,10,10,0,2,1,18,7,2017,12,10,0,1,18,7,1,1,0,0,1
6270,-1,68,10,200,-1,1,3,18,13,2018,12,28,14,3,18,13,1,1,0,1,1
6271,-1,60,10,60,0,3,2,12,17,2018,7,9,8,2,12,17,1,1,0,1,1
6272,-1,34,10,200,-1,0,2,15,9,2018,2,8,14,2,15,9,1,1,0,1,1
6273,-1,70,70,200,0,0,3,14,14,2018,3,19,14,3,14,14,1,0,0,1,1
6274,-1,70,10,200,-1,0,1,11,11,2018,2,24,22,1,11,11,1,1,0,1,1
6275,-1,87,10,170,-1,0,3,26,11,2017,12,30,15,3,26,11,1,1,0,1,1
6276,-1,68,10,200,-1,0,2,17,8,2018,12,2,14,2,17,8,1,1,0,1,1
6277,-1,70,10,200,-1,0,1,15,8,2018,11,30,9,1,15,8,1,1,0,1,1
6278,-1,87,10,200,-1,0,2,20,8,2018,3,23,18,2,20,8,1,1,0,1,1
6279,-1,68,10,200,-1,1,2,24,0,2019,2,24,0,2,24,0,1,1,0,1,1
6280,-1,70,10,180,-1,0,2,18,14,2018,7,25,8,2,18,14,1,1,0,1,1
6281,-1,23,10,120,-1,1,2,3,14,2019,2,3,14,2,3,14,1,1,0,1,1
6282,-1,92,40,50,1,1,2,23,9,2019,1,28,16,2,23,9,1,0,0,1,1
6283,-1,60,10,200,-1,0,1,13,14,2018,10,17,9,1,13,14,1,1,0,1,1
6284,10,95,40,50,1,3,2,12,9,2018,12,10,12,2,12,9,1,0,0,1,0
6285,-1,36,20,200,-1,0,2,21,13,2019,2,21,13,2,21,13,1,1,0,1,1
6286,-1,51,80,10,-1,0,2,23,18,2018,12,21,7,2,23,18,1,1,0,1,1
6287,-1,79,100,200,-1,0,1,22,7,2018,11,7,15,1,22,7,1,0,0,1,1
6288,-1,4,10,200,-1,0,1,22,10,2018,11,13,10,1,22,10,1,1,0,0,1
6289,-1,27,20,200,0,1,2,4,19,2017,10,26,11,2,4,19,1,1,0,1,1
6290,-1,55,30,100,-1,1,2,6,20,2018,3,21,10,2,6,20,1,0,0,1,1
6291,-1,95,30,200,0,0,1,16,8,2019,1,16,8,1,16,8,1,0,0,1,1
6292,-1,60,20,200,-1,0,2,17,12,2018,8,10,9,2,17,12,1,1,0,1,1
6293,-1,55,10,10,-1,1,2,24,17,2018,11,8,9,2,24,17,1,1,0,1,1
6294,-1,79,100,160,1,1,1,28,13,2019,1,3,20,1,28,13,1,0,0,1,1
6295,-1,43,10,10,0,0,2,25,7,2019,1,1,10,2,25,7,1,1,0,1,1
6296,-1,96,100,50,-1,2,3,18,11,2018,11,6,6,3,18,11,1,0,0,1,1
6297,-1,2,10,80,0,0,3,29,13,2019,3,29,13,3,29,13,1,1,0,1,1
6298,-1,27,10,200,0,0,3,17,13,2016,9,22,0,3,17,13,1,1,0,1,1
6299,-1,92,10,160,-1,1,2,6,21,2018,11,13,1,2,6,21,1,1,0,1,1
6300,-1,68,100,200,-1,0,1,19,14,2019,1,18,15,1,19,14,1,0,0,1,1
6301,-1,38,10,10,-1,0,2,28,15,2018,10,29,15,2,28,15,1,1,0,1,1
6302,-1,60,100,200,-1,0,2,23,19,2018,11,18,17,2,23,19,1,0,0,1,1
6303,-1,315670,10,10,0,0,1,30,8,2017,12,21,10,1,30,8,1,1,0,1,1
6304,-1,55,70,10,-1,1,3,16,17,2019,3,4,9,3,16,17,1,0,0,1,1
6305,-1,63,80,200,-1,1,1,19,15,2018,9,13,18,1,19,15,1,1,0,1,1
6306,-1,22,10,200,-1,0,1,27,16,2019,1,27,16,1,27,16,1,1,0,1,1
6307,-1,315710,10,170,0,1,1,18,18,2019,1,29,10,1,18,18,1,1,0,1,1
6308,-1,92,10,100,-1,0,3,17,16,2018,11,4,12,3,17,16,1,1,0,1,1
6309,-1,58,10,200,0,1,2,3,8,2018,11,28,10,2,3,8,1,1,0,1,1
6310,-1,315710,10,200,-1,0,3,28,18,2019,2,12,18,3,28,18,1,1,0,1,1
6311,-1,315710,40,100,-1,0,3,18,16,2019,3,8,16,3,18,16,1,0,0,1,1
6312,-1,93,100,50,-1,2,2,7,10,2018,9,26,14,2,7,10,1,0,0,1,1
6313,-1,14,10,200,-1,0,2,24,18,2019,1,31,18,2,24,18,1,1,0,1,1
6314,-1,315710,20,10,-1,0,3,7,18,2019,2,4,18,3,7,18,1,1,0,1,1
6315,-1,68,10,200,-1,2,3,7,9,2018,2,5,14,3,7,9,1,1,0,1,1
6316,-1,60,20,200,-1,0,2,27,6,2019,1,25,13,2,27,6,1,1,0,1,1
6317,-1,93,60,50,-1,2,3,7,12,2018,10,3,19,3,7,12,1,0,0,1,1
6318,-1,50,10,10,0,0,3,25,8,2017,11,16,15,3,25,8,1,1,0,1,1
6319,10,94,20,200,-1,0,2,23,6,2018,12,26,4,2,23,6,1,1,0,1,1
6320,40,79,20,50,0,2,1,28,16,2019,1,27,8,1,28,16,1,1,0,1,0
6321,-1,13,10,110,-1,0,1,30,12,2018,12,21,17,1,30,12,1,1,0,1,1
6322,-1,68,10,200,-1,2,1,30,16,2018,9,15,15,1,30,16,1,1,0,1,1
6323,-1,10,10,200,0,0,1,22,10,2018,2,22,10,1,22,10,1,1,0,1,1
6324,-1,93,40,50,-1,2,1,14,11,2018,10,14,16,1,14,11,1,0,0,1,1
6325,-1,73,60,170,-1,1,2,16,10,2019,2,4,10,2,16,10,1,0,0,1,1
6326,-1,34,100,200,-1,0,1,13,8,2019,1,4,10,1,13,8,1,0,0,1,1
6327,10,36,40,200,-1,0,2,11,8,2018,7,30,14,2,11,8,1,0,0,1,1
6328,-1,96,10,50,-1,2,2,25,9,2018,5,11,8,2,25,9,1,1,0,1,1
6329,-1,73,40,100,-1,1,2,11,12,2019,1,31,13,2,11,12,1,0,0,1,1
6330,-1,43,10,10,-1,1,3,26,12,2017,11,22,12,3,26,12,1,1,0,1,1
6331,10,43,100,10,1,1,3,20,11,2019,3,4,10,3,20,11,1,0,0,1,1
6332,-1,57,80,10,-1,1,3,6,16,2019,3,5,16,3,6,16,1,1,0,1,1
6333,-1,70,10,200,-1,0,3,9,15,2019,2,13,18,3,9,15,1,1,0,1,1
6334,-1,13,10,200,-1,0,3,20,16,2018,10,2,12,3,20,16,1,1,0,1,1
6335,-1,58,10,170,-1,1,3,2,7,2019,2,27,11,3,2,7,1,1,0,1,1
6336,-1,58,10,170,-1,0,1,22,10,2018,5,17,7,1,22,10,1,1,0,1,1
6337,-1,68,10,200,-1,0,3,11,10,2018,11,14,10,3,11,10,1,1,0,1,1
6338,-1,67,10,10,-1,1,1,3,9,2017,11,1,18,1,3,9,1,1,0,1,1
6339,-1,79,10,200,-1,0,3,25,17,2019,3,14,12,3,25,17,1,1,0,1,1
6340,-1,13,10,160,0,0,3,25,16,2017,3,27,0,3,25,16,1,1,0,1,1
6341,-1,39,10,200,0,0,1,7,8,2018,9,26,6,1,7,8,1,1,0,1,1
6342,-1,96,100,50,-1,0,1,17,16,2018,1,18,15,1,17,16,1,0,0,1,1
6343,-1,13,10,200,0,0,1,9,8,2017,3,13,0,1,9,8,1,1,0,1,1
6344,-1,68,10,200,0,2,1,8,14,2016,2,29,0,1,8,14,1,1,0,1,1
6345,-1,50,20,10,-1,1,3,16,7,2019,2,19,8,3,16,7,1,1,0,1,1
6346,-1,73,70,100,-1,1,2,16,9,2018,11,21,13,2,16,9,1,0,0,1,1
6347,10,52,100,120,1,0,1,9,9,2019,1,7,12,1,9,9,1,0,0,1,1
6348,-1,84,10,50,0,1,1,5,9,2018,5,18,10,1,5,9,1,1,0,1,1
6349,-1,14,10,10,-1,2,3,15,8,2018,2,20,8,3,15,8,1,1,0,1,1
6350,-1,81,20,10,-1,1,3,21,12,2018,7,2,11,3,21,12,1,1,0,1,1
6351,-1,92,10,160,0,2,1,30,7,2018,11,6,14,1,30,7,1,1,0,1,1
6352,-1,81,10,10,-1,1,2,12,14,2018,8,28,15,2,12,14,1,1,0,1,1
6353,-1,36,40,50,2,3,1,1,10,2018,11,23,12,1,1,10,1,0,0,1,1
6354,-1,61,10,160,-1,1,3,10,9,2019,1,7,9,3,10,9,1,1,0,1,1
6355,-1,13,20,200,0,0,3,4,18,2019,3,3,17,3,4,18,1,1,0,1,1
6356,-1,81,20,10,-1,1,2,7,12,2018,1,11,13,2,7,12,1,1,0,1,1
6357,-1,81,20,10,-1,2,3,22,14,2018,12,29,2,3,22,14,1,1,0,1,1
6358,10,96,40,200,1,2,2,1,16,2018,10,29,16,2,1,16,1,0,0,1,1
6359,-1,36,30,10,-1,1,1,2,9,2019,1,1,17,1,2,9,1,0,0,1,1
6360,-1,30,10,160,-1,0,3,13,15,2019,3,13,15,3,13,15,1,1,0,1,1
6361,-1,6,10,200,-1,1,2,26,18,2019,2,26,18,2,26,18,1,1,0,1,1
6362,-1,13,20,200,0,1,2,15,23,2017,4,1,0,2,15,23,1,1,0,1,1
6363,-1,29,20,10,-1,1,2,23,13,2018,11,15,19,2,23,13,1,1,0,1,1
6364,-1,60,10,200,0,0,1,11,8,2018,7,16,18,1,11,8,1,1,0,1,1
6365,-1,34,30,200,-1,0,3,19,16,2018,12,27,16,3,19,16,1,0,0,1,1
6366,-1,70,20,200,-1,1,1,12,9,2018,12,8,11,1,12,9,1,1,0,1,1
6367,-1,96,30,200,-1,0,2,26,15,2018,11,28,17,2,26,15,1,0,0,1,1
6368,-1,14,20,10,-1,0,3,15,10,2019,3,6,10,3,15,10,1,1,0,1,1
6369,-1,36,10,200,0,0,3,12,7,2017,11,21,8,3,12,7,1,1,0,1,1
6370,-1,43,10,10,0,1,2,10,9,2019,1,25,9,2,10,9,1,1,0,1,1
6371,-1,95,100,50,-1,3,1,25,9,2018,9,7,16,1,25,9,1,0,0,1,1
6372,-1,40,10,170,0,2,3,7,8,2018,5,30,12,3,7,8,1,1,0,1,1
6373,-1,13,10,200,0,2,2,23,8,2016,11,18,0,2,23,8,1,1,0,1,1
6374,-1,22,10,80,-1,1,3,4,13,2018,5,7,15,3,4,13,1,1,0,1,1
6375,-1,46,20,10,-1,1,2,7,10,2018,7,1,19,2,7,10,1,1,0,1,1
6376,-1,18,10,10,0,1,1,30,7,2018,1,16,6,1,30,7,1,1,0,1,1
6377,-1,94,20,200,-1,0,2,19,21,2019,2,18,20,2,19,21,1,1,0,1,1
6378,-1,70,10,200,-1,1,3,25,13,2018,2,13,6,3,25,13,1,1,0,1,1
6379,-1,71,80,10,-1,1,1,8,9,2019,1,8,8,1,8,9,1,1,0,1,1
6380,-1,50,40,10,-1,0,3,3,8,2019,2,15,8,3,3,8,1,0,0,1,1
6381,-1,61,20,200,0,0,2,8,9,2016,7,29,0,2,8,9,1,1,0,1,1
6382,-1,94,30,130,-1,0,1,10,7,2019,1,4,15,1,10,7,1,0,0,1,1
6383,-1,14,10,100,0,2,2,15,8,2018,5,2,15,2,15,8,1,1,0,1,1
6384,-1,50,40,10,-1,0,1,1,16,2019,4,1,14,1,1,16,1,0,0,1,1
6385,-1,87,70,10,-1,0,1,29,9,2018,11,22,18,1,29,9,1,0,0,1,1
6386,-1,1,10,200,-1,0,1,2,13,2019,1,2,14,1,2,13,1,1,0,1,1
6387,-1,26,30,170,-1,0,1,31,11,2018,12,26,11,1,31,11,1,0,0,1,1
6388,-1,51,10,10,-1,1,3,7,17,2019,2,18,20,3,7,17,1,1,0,1,1
6389,-1,79,30,200,-1,0,2,13,20,2019,2,11,12,2,13,20,1,0,0,1,1
6390,-1,61,10,200,-1,0,3,9,14,2019,1,9,12,3,9,14,1,1,0,1,1
6391,10,93,40,50,1,2,1,18,13,2018,10,19,13,1,18,13,1,0,0,1,1
6392,-1,18,10,10,-1,0,3,28,9,2018,11,18,19,3,28,9,1,1,0,1,1
6393,-1,96,10,200,-1,1,3,23,10,2018,11,17,18,3,23,10,1,1,0,1,1
6394,-1,3,10,10,0,1,1,12,8,2018,4,25,13,1,12,8,1,1,0,1,1
6395,-1,95,10,200,0,0,3,6,14,2019,1,24,15,3,6,14,1,1,0,1,1
6396,-1,84,10,200,-1,0,2,9,9,2018,12,29,17,2,9,9,1,1,0,1,1
6397,-1,68,70,200,-1,0,2,3,16,2018,1,11,15,2,3,16,1,0,0,1,1
6398,-1,60,20,200,-1,0,1,30,14,2019,1,25,13,1,30,14,1,1,0,1,1
6399,-1,79,100,130,1,0,1,11,6,2018,12,10,10,1,11,6,1,0,0,1,1
6400,-1,92,10,160,-1,2,2,13,7,2018,10,10,14,2,13,7,1,1,0,1,1
6401,-1,11,10,10,0,1,1,24,8,2017,12,18,0,1,24,8,1,1,0,1,1
6402,-1,14,10,10,-1,0,3,25,10,2018,4,14,16,3,25,10,1,1,0,1,1
6403,-1,37,10,170,-1,0,2,15,21,2019,2,15,21,2,15,21,1,1,0,1,1
6404,-1,25,10,40,0,0,2,14,15,2018,4,27,14,2,14,15,1,1,0,1,1
6405,-1,61,120,120,0,0,3,5,12,2019,2,4,12,3,5,12,1,1,0,1,1
6406,-1,32,20,200,-1,0,2,11,10,2018,12,28,9,2,11,10,1,1,0,1,1
6407,10,39,100,200,2,0,2,18,17,2018,3,19,13,2,18,17,1,0,0,1,1
6408,-1,92,20,200,-1,1,2,21,7,2019,2,15,11,2,21,7,1,1,0,1,1
6409,-1,14,10,10,0,1,3,4,9,2019,1,17,12,3,4,9,1,1,0,1,1
6410,-1,87,10,200,-1,0,2,21,9,2019,2,15,8,2,21,9,1,1,0,1,1
6411,-1,68,10,200,0,1,2,5,15,2018,5,28,7,2,5,15,1,1,1,0,1
6412,-1,13,10,200,0,0,3,1,11,2018,5,5,9,3,1,11,1,1,0,1,1
6413,-1,36,10,200,-1,0,3,21,12,2019,3,21,12,3,21,12,1,1,0,1,1
6414,-1,36,10,200,-1,0,3,31,17,2018,1,26,9,3,31,17,1,1,0,1,1
6415,-1,95,40,50,-1,2,1,4,8,2018,12,20,17,1,4,8,1,0,0,1,1
6416,-1,70,10,200,-1,1,3,22,12,2018,8,22,7,3,22,12,1,1,0,1,1
6417,-1,94,100,200,-1,0,1,3,10,2018,10,16,0,1,3,10,1,0,0,1,1
6418,-1,70,10,200,-1,0,3,15,13,2019,2,6,13,3,15,13,1,1,0,1,1
6419,-1,93,30,160,0,0,1,28,12,2018,12,24,17,1,28,12,1,0,0,1,1
6420,10,96,100,50,-1,2,3,4,14,2018,10,12,14,3,4,14,1,0,0,1,1
6421,-1,60,40,120,-1,0,3,20,9,2019,2,28,9,3,20,9,1,0,0,1,1
6422,-1,85,10,160,-1,0,2,8,9,2019,3,6,12,2,8,9,1,1,0,1,1
6423,-1,50,10,10,0,1,3,26,9,2018,2,23,14,3,26,9,1,1,0,1,1
6424,-1,93,20,200,-1,1,2,14,8,2018,11,8,7,2,14,8,1,1,0,1,1
6425,-1,32,20,10,-1,1,3,21,10,2019,3,19,8,3,21,10,1,1,0,1,1
6426,-1,61,10,200,-1,0,1,28,8,2018,11,1,10,1,28,8,1,1,0,1,1
6427,-1,14,10,10,-1,1,1,28,8,2018,11,16,14,1,28,8,1,1,0,1,1
6428,-1,38,100,10,-1,0,3,27,16,2019,3,27,16,3,27,16,1,0,0,1,1
6429,10,34,100,200,2,0,1,5,9,2018,10,11,14,1,5,9,1,0,0,1,1
6430,-1,96,100,50,2,2,1,10,14,2018,5,29,9,1,10,14,1,0,0,1,1
6431,-1,13,10,200,-1,0,3,14,10,2019,3,12,15,3,14,10,1,1,0,1,1
6432,-1,81,10,10,-1,1,1,23,13,2019,1,7,12,1,23,13,1,1,0,1,1
6433,-1,40,10,200,0,0,1,23,9,2018,12,4,10,1,23,9,1,1,0,0,1
6434,-1,87,10,200,-1,1,1,15,7,2018,12,18,15,1,15,7,1,1,0,1,1
6435,-1,14,20,120,-1,1,2,6,14,2018,5,17,12,2,6,14,1,1,0,1,1
6436,-1,34,60,200,-1,0,3,6,8,2019,2,8,12,3,6,8,1,0,0,1,1
6437,-1,13,100,200,-1,0,1,2,11,2018,12,30,23,1,2,11,1,0,0,1,1
6438,-1,95,10,160,0,0,2,2,13,2018,10,11,9,2,2,13,1,1,0,1,1
6439,-1,14,20,120,-1,0,1,21,10,2019,1,21,10,1,21,10,1,1,0,1,1
6440,-1,38,10,10,-1,1,3,11,14,2019,3,4,18,3,11,14,1,1,0,1,1
6441,-1,32,20,10,-1,1,3,24,9,2019,3,20,13,3,24,9,1,1,0,1,1
6442,-1,92,20,160,-1,2,2,26,8,2019,2,15,15,2,26,8,1,1,0,1,1
6443,-1,54,40,120,-1,1,3,11,17,2018,10,23,16,3,11,17,1,0,0,1,1
6444,-1,68,100,200,-1,0,3,29,11,2019,3,18,14,3,29,11,1,0,0,1,1
6445,-1,69,10,10,-1,0,2,21,9,2018,12,20,11,2,21,9,1,1,0,1,1
6446,-1,34,10,200,-1,1,2,23,8,2019,2,21,10,2,23,8,1,1,0,1,1
6447,-1,84,10,200,-1,0,2,22,10,2018,5,6,18,2,22,10,1,1,0,1,1
6448,-1,51,10,10,-1,1,2,24,19,2019,1,20,22,2,24,19,1,1,0,1,1
6449,-1,14,10,10,-1,0,2,11,17,2019,2,5,18,2,11,17,1,1,0,1,1
6450,70,88,10,110,0,0,1,22,7,2018,1,26,8,1,22,7,1,1,0,1,1
6451,-1,93,20,50,0,1,1,28,17,2018,11,14,8,1,28,17,1,1,0,1,1
6452,-1,38,10,200,-1,1,1,9,14,2018,2,13,14,1,9,14,1,1,0,1,1
6453,-1,60,10,200,-1,0,2,28,20,2019,2,28,20,2,28,20,1,1,0,1,1
6454,-1,315710,10,100,-1,0,1,14,17,2018,7,9,18,1,14,17,1,1,0,1,1
6455,-1,83,20,170,0,0,1,14,10,2018,2,15,12,1,14,10,1,1,0,1,1
6456,-1,36,10,10,-1,0,1,7,7,2018,6,18,8,1,7,7,1,1,0,1,1
6457,-1,96,10,10,-1,0,3,12,15,2018,10,16,8,3,12,15,1,1,0,1,1
6458,-1,38,10,10,-1,1,2,19,14,2018,3,17,15,2,19,14,1,1,0,1,1
6459,-1,68,20,200,-1,0,3,5,12,2018,2,2,15,3,5,12,1,1,0,1,1
6460,-1,81,10,10,-1,0,3,11,13,2018,9,4,14,3,11,13,1,1,0,1,1
6461,-1,13,10,200,-1,0,2,27,13,2019,2,27,13,2,27,13,1,1,0,1,1
6462,-1,78,40,200,-1,0,2,15,9,2018,6,20,17,2,15,9,1,0,0,1,1
6463,-1,22,20,10,-1,1,2,24,20,2019,2,11,20,2,24,20,1,1,0,1,1
6464,-1,100,10,10,-1,1,3,24,4,2018,4,19,10,3,24,4,1,1,0,1,1
6465,-1,73,100,100,-1,1,2,24,10,2019,1,16,10,2,24,10,1,0,0,1,1
6466,-1,55,10,100,0,1,1,15,18,2018,2,5,9,1,15,18,1,1,0,1,1
6467,-1,87,100,10,-1,1,2,15,7,2019,2,4,11,2,15,7,1,0,0,1,1
6468,-1,92,10,160,-1,1,2,28,19,2019,2,25,21,2,28,19,1,1,0,1,1
6469,-1,27,100,200,-1,0,2,21,21,2019,2,22,7,2,21,21,1,0,0,0,1
6470,-1,3,10,10,0,1,2,13,7,2017,12,25,13,2,13,7,1,1,0,1,1
6471,-1,60,20,200,-1,0,3,24,8,2018,11,8,9,3,24,8,1,1,0,1,1
6472,-1,50,100,170,-1,0,2,25,11,2018,7,6,14,2,25,11,1,0,0,1,1
6473,-1,79,10,200,0,0,3,6,9,2019,3,6,9,3,6,9,1,1,0,1,1
6474,-1,68,10,200,-1,0,3,29,8,2019,3,12,16,3,29,8,1,1,0,1,1
6475,-1,79,10,200,0,0,1,16,16,2018,12,23,9,1,16,16,1,1,0,1,1
6476,-1,60,10,200,-1,0,3,13,7,2019,3,9,16,3,13,7,1,1,0,1,1
6477,-1,63,10,10,0,1,2,21,11,2019,1,16,15,2,21,11,1,1,0,1,1
6478,-1,315710,100,160,-1,0,3,13,19,2018,10,31,20,3,13,19,1,0,0,1,1
6479,-1,85,10,10,-1,0,1,11,9,2019,1,10,10,1,11,9,1,1,0,1,1
6480,-1,69,10,10,-1,2,3,12,10,2019,2,1,16,3,12,10,1,1,0,1,1
6481,-1,83,100,10,-1,2,2,25,12,2018,7,4,12,2,25,12,1,0,0,1,1
6482,-1,55,10,120,0,0,1,27,18,2018,10,29,10,1,27,18,1,1,0,1,1
6483,-1,86,10,10,-1,1,2,14,8,2017,11,22,13,2,14,8,1,1,0,1,1
6484,-1,70,10,200,-1,1,1,6,10,2019,1,6,10,1,6,10,1,1,0,1,1
6485,-1,23,10,10,0,2,2,5,10,2017,11,14,11,2,5,10,1,1,0,1,1
